IRUC;ACTIVIDADECONOMICA;Actividad economica;Activo corriente;CIIU;Capital Suscrito;Capital pagado;Departamento;Distrito;Dividendos pagados1;Dividendos pagados2;Gastos financieros;MERCADERIAPRINCIPAL;Margen Comercial;NumMeses;Pasivo corriente;Patrimonio neto;Prestación de servicios;Provincia;Resultado de Explotacion;Total Activo;Total Pasivo no corriente;Total Pasivo y Patrimonio;Totalempleados;VENTAS;Ventas netas de mercaderías;Ventas netas de productos terminados, subproductos, desechos y desperdicios;canal_dominante;nro_canales_usados;publicidad;usa_catalogo;usa_comisionistas;usa_domicilio;usa_ecommerce;usa_ferias;usa_maquinas;usa_mostrador;usa_otros;usa_telefono;usa_total;usa_ventas_comisionistas;uso_de_software;ventas_catalogo;ventas_comisionistas;ventas_domicilio;ventas_ecommerce;ventas_ferias;ventas_maquinas;ventas_mostrador;ventas_otros;ventas_telefono;ventas_total;ventas_total_canal13;ventas_ventas_comisionistas;Año;Sobrevive_2años
120469;VENTA AL POR MENOR DE COMBUSTIBLE Y OTRAS ACTIVIDADES DE VENTAS AL POR MENOR;;1201990;4730;1000000;76854957;15;150199;0;0;364665;COMBUSTIBLE;1027918;12;996750;279229;0;1501;-359313;1275979;0;1275979;23;7452226;7452226;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;100;0;0;0;0;0;2016;0
120479;VENTA DE PRODUCTOS DEPORTIVOS ARTICULOS DE HOGAR;;4125283;4690;300000;6705000;15;150199;0;0;1727190;TODO TIPO DE ROPA CALZADOS Y ARTICULOS DE HGAR;3014602;12;2322622;-2477118;0;1501;-161285;4607694;4762190;4607694;30;8771855;8771855;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;2016;0
120502;VENTA DE MATERIALES DE CONSTRUCCION Y TRANSPORTE DE CARGA POR CARRETERA;;561679;4663;20000;20000;15;150199;0;0;0;VENTA DE LADRILLOS;810355;12;814555;158569;143104;1501;0;973124;0;973124;2;2808949;2665845;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2665845;0;0;2665845;2665845;0;2019;0
120519;COMPRA Y VENTA DE TELAS NACIONALES E IMPORTADAS;;2177316;4641;322051;322051;15;150199;0;0;0;TELAS PARA MALETINES MOCHILAS FORROS CANGUROS MALETINES CARTUCHERAS AFINES;162276;12;2512399;871777;0;1501;0;3384176;0;3384176;2;3725695;3725695;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3725695;0;0;3725695;3725695;0;2019;0
120574;VENTAS DE PARTES PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES REFRIGERACION Y AIRES ACONDICIONADOS;;10096888;4530;2870000;1090266;15;150133;0;0;520263;VALVULAS Y ACCESORIOS DE REFRIGERACION;1837933;12;6283682;3842520;0;1501;899880;10126202;0;10126202;7;8321479;8321479;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;100;0;0;0;0;0;2016;1
120574;VENTA PARTE PIEZAS Y ACCESORIOS;VENTA PARTE PIEZAS Y ACCESORIOS;8971872;4530;2870000;2870000;15;150133;0;0;564048;PIEZAS;1295986;12;1031950;4032320;0;1501;-50308;10017744;4953474;10017744;13;8188832;8188832;0;ventas_mostrador 2018;4;1;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8188832;8188832;0;2018;1
120885;VENTA DE HIDROCARBUROS;;1703791;4661;20000;20000;15;150199;0;0;0;GAS;1427854;12;1243444;535404;0;1501;731928;1778848;0;1778848;24;4515489;4515489;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4515489;0;0;4515489;4515489;0;2019;0
120959;VENTA DE INSTRUMENTOS DE MEDICION Y CONTROL;;2285127;4659;125000;125000;15;150199;0;0;0;INSTRUMENTOS DE MEDICION Y CONTROL;1989253;12;1822909;892193;165689;1501;6076;2715102;0;2715102;13;3610749;3445060;0;ventas_otros;2;1;1;0;0;0;0;0;0;0;1;0;0;0;172253;0;0;0;0;0;0;3100554;172253;3445060;3445060;0;2019;0
120983;COMPRA VENTA DE LLANTAS;;2421164;4530;210000;10784224;15;150199;0;0;7007322;LLANTAS;1729449;12;879256;1310281;0;1501;866978;2432285;242748;2432285;4;7980684;7980684;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;2016;1
120983;VENTAS Y ACCESORIOS PARA VEHICULOS;;1950915;4510;210000;210000;15;150199;0;0;0;LLANTAS Y AROS;384393;12;1055802;1027682;0;1501;0;2083484;0;2083484;3;3759808;3759808;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3759808;0;0;3759808;3759808;0;2019;0
120998;DISTRIBUCION DE DESCARTABLES;;1111804;4690;4000;7588000;15;150199;0;0;68436;DESCARTABLES;468057;12;257364;866720;0;1501;372975;1124084;0;1124084;5;8606412;8606412;0;ventas_telefono;2;1;0;1;0;0;0;0;0;0;1;0;0;0;0;46;0;0;0;0;0;0;100;0;0;0;2016;0
121052;VENTA AL POR MENOR COMBUSTIBLES;;318710;4730;645607;645607;15;150199;0;0;0;VENTA AL POR MENOR COMBUSTIBLES;3478804;12;296177;1104406;0;1501;0;2435756;1035173;2435756;7;2930291;2930291;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2930291;0;0;2930291;2930291;0;2019;0
121123;COMPRA Y VENTA DE ARTICULOS DE COMUNICACIONES;;1872900;4652;900001;900001;15;150199;0;0;0;LA INSTALACION Y LA VENTA DE MERCADERIA ADQUIRIDA DEL EXTERIOR;544808;12;730680;1252775;1370557;1501;0;3888003;1904548;3888003;21;3528738;2158181;0;ventas_ecommerce;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2158181;0;0;0;0;0;2158181;2158181;0;2019;0
121252;IMPLEMENTACION DE LOCALES  Y COMERCIO;;2815583;4773;243207;1800764;15;150199;0;0;3971486;VENTA DE AISLAMIENTOS ACUSTICOS PARA FINES;359725;12;2620860;688212;6369218;1501;691947;3309072;0;3309072;17;8062860;1693642;0;ventas_comisionistas;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;2016;0
121324;VENTA AL POR MAYOR DE COMBUSTIBLES;;61360;4661;420792;420792;15;150199;0;0;0;COMBUSTIBLES;665638;12;666767;361140;0;1501;0;1027907;0;1027907;18;5180286;5180286;0;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5180286;0;0;0;5180286;5180286;0;2019;0
121331;VENTA AL POR MAYOR ARTICULOS LIMPIEZA DOMESTICA;VENTA AL POR MAYOR ARTICULOS LIMPIEZA DOMESTICA;13049049;4649;471250;471250;15;150199;0;0;1380281;LAVAVAJILLAS LAVA;749385;12;26752829;-5270498;0;1501;-1780000;21483723;1392;21483723;22;8605036;8605036;0;ventas_comisionistas 2017;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;8605036;0;0;0;0;0;0;0;8605036;8605036;0;2017;0
121388;VENTA AL POR MAYOR NO ESPECIALIZADA;;8418052;4690;2190000;2190000;15;150199;0;0;0;VENTA DE MATERIALES EDUCATIVOS;2166085;12;4017760;5702995;0;1501;0;9804267;83512;9804267;4;5056037;5056037;0;ventas_telefono;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5056037;5056037;5056037;0;2019;0
121426;VENTAS POR MAYOR Y MENOR DE ALIMENTOS Y BEBIDAS Y TABACO;;2154104;4630;50000;321676164;15;150199;0;0;0;EMBUTIDOS;536898;12;0;1819866;0;1501;479682;2226792;406926;2226792;4;8259773;8259773;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;2016;0
121489;VENTA POR MAYOR Y MENOS DE AZUCAR;VENTA POR MAYOR Y MENOS DE AZUCAR;912552;4630;214620;214620;15;150199;0;0;137664;AZUCAR;171544;12;1177559;347311;591431;1501;194154;1524870;0;1524870;5;8452205;7860774;0;ventas_mostrador 2017;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;7860774;0;0;8452205;8452205;0;2017;0
121494;COMERCIALIZADORA DE PRODUCTOS DERMOCOSMETICOS;COMERCIALIZADORA DE PRODUCTOS DERMOCOSMETICOS;5194755;4690;2436937;2436937;15;150101;0;0;644381;IMPORTADORES DE PRODUCTOS DERMOCOSMETICOS;4075918;12;4972398;542063;0;1501;-588566;5514461;0;5514461;10;8962804;8962804;0;ventas_catalogo 2017;1;1;1;0;0;0;0;0;0;0;0;0;0;1;8962804;0;0;0;0;0;0;0;0;8962804;8962804;0;2017;1
121630;VENTA Y ALQUILER DE MAQUINARIA Y REPUESTOS;;11943908;4719;500000;500000;15;150199;0;0;0;MAQUINARIA Y REPUESTOS;3197538;12;11870876;-14840416;0;1501;1691615;16774739;19744279;16774739;5;2945005;2945005;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2945005;0;0;2945005;2945005;0;2019;0
121753;COMPRA Y VENTA;;1013293;4662;1978000;1978000;15;150199;0;0;0;METALES PRECIOSOS;-11567;2;4264;2204554;0;1501;0;2208818;0;2208818;0;2530449;2530449;0;ventas_otros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2530449;0;2530449;2530449;0;2019;0
121829;VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO;;2928983;4659;356240;800000;15;150199;0;0;1669;EQUIPOS LAMINADORAS;2416702;12;1011545;1846249;0;1501;539706;3295117;437323;3295117;23;8192312;8192312;0;ventas_domicilio;3;1;1;0;1;0;0;0;0;0;1;0;0;0;20;0;50;0;0;0;0;0;20;0;0;0;2016;0
121849;VENTAS AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACOS;;5898;4630;400000;5100000;15;150199;10776;50000;38106;LECHE EVAPORADA;71162;7;0;658963;0;1501;14966;679963;21000;679963;1;7096157;7096157;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;2016;0
121903;VENTA AL POR MAYOR DE QUIPO PARTES Y PIEZAS ELECTRONICAS Y DE TELECOMUNICACIONES;;1678412;4652;1424220;1424220;15;150199;0;0;0;VENTA  AL POR MAYOR;1146985;12;30302;1585880;0;1501;6296;1760182;144000;1760182;2;6972350;6972350;0;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6972350;0;6972350;6972350;0;2019;0
121931;VENTA DE MATERIALES DE CONSTRUCCION AL POR MAYOR;;860014;4663;557400;4600000;15;150199;0;0;509137;VENTA DE MATERIALES DE CONSTRUCCION AL POR MAYOR;1634697;12;275042;660115;0;1501;82521;935157;0;935157;1;8206923;8206923;443021;ventas_comisionistas;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;2016;0
121969;VENTA AL POR MAYOR NO ESPECIALIZADA;;6231270;4690;1750000;15070000;15;150199;0;0;2519516;VENTA AL POR MAYOR DE MATERIALES PARA FABRICACION DE MUEBLES;3040382;12;4823549;2594922;0;1501;1811143;11631240;4212769;11631240;15;7297471;7297471;0;ventas_domicilio;3;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;87;0;0;0;3;0;10;0;0;0;2016;0
122086;ENVASADO Y COMERCIALIZACION DE GLP;;930595;4661;835000;4242625;15;150199;0;0;2537436;GAS LICUADO DE PETROLEO;2377829;12;3951939;1753932;0;1501;-829721;5705871;0;5705871;20;8922623;8922623;5631710;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;2016;1
122086;COMERCIALIZACION DE GLP GRANEL Y ENVASADO;;490640;4661;2747226;2747226;15;150199;0;0;0;GLP;1479334;6;413317;1277674;36017;1501;2377171;1690991;0;1690991;23;5140721;5104704;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;5104704;0;0;5104704;5104704;0;2019;0
122126;EXPORTACIONES SECTOR TEXTIL;;3462352;4641;457838;665000;15;150199;0;0;6629925;SERVICIO DE EXPORTACIONES;2771952;12;2259280;1108200;0;1501;373849;3843407;475927;3843407;3;7133086;7133086;0;ventas_catalogo;2;1;1;0;0;0;0;0;0;0;1;0;0;1;35;0;0;0;0;0;0;0;20;0;0;0;2016;0
122213;COMERCIALIZACION AL POR MENOR DE COMBUSTIBLES;;1171764;4730;160150;840402;15;150199;0;0;253645;COMBUSTIBLES;1566205;12;58493;1184420;0;1501;774023;1242913;0;1242913;14;6786914;6786914;0;ventas_mostrador;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;80;0;0;0;0;100;0;0;;;0;2016;1
122213;COMERCIALIZACION AL POR MENOR DE COMBUSTIBLES;COMERCIALIZACION AL POR MENOR DE COMBUSTIBLES;1504310;4730;160150;160150;15;150199;0;0;0;DIESEL Y GASOHOLES;1608102;12;0;1782982;0;1501;849025;1881769;98787;1881769;9;7238781;7238781;0;ventas_mostrador 2017;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7238781;0;0;7238781;7238781;0;2017;1
122213;VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS;;2241755;4730;1094096;1094096;15;150199;0;0;0;DIESEL Y GASOHOLES;1436209;12;571763;2831921;0;1501;0;3403684;0;3403684;10;7181047;7181047;0;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7181047;0;0;0;7181047;7181047;0;2019;0
122227;VENTA DE EQUIPOS MEDICOS;;10329313;4659;10000;512498;15;150199;750062;0;1959151;EQUIPOS MEDICOS;3066417;12;8999361;1347057;0;1501;1890695;10346418;0;10346418;2;8382275;8382275;0;ventas_comisionistas;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;;;0;2016;0
122240;VENTA DE COMBUSTIBLE;;2238854;4730;1124049;1124049;15;150103;0;0;0;GASOLINA DIESEL;855236;12;2258039;2047349;0;1501;0;4538492;233104;4538492;5;7601217;7601217;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7601217;0;0;7601217;7601217;0;2019;1
122263;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION;;6390679;4663;1349986;865490;15;150199;0;0;719804;TORNILLO INSTALACION DE OBRA;3629400;12;2747900;3769024;0;1501;349854;6516924;0;6516924;20;8563831;8563831;0;ventas_mostrador;3;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;60;9;0;90;0;0;;;0;2016;0
122270;EXPORTACION DE CACAO;EXPORTACION DE CACAO;5957904;4690;2000000;2000000;15;150199;0;0;204839;CACAO;1065986;12;5395226;2840242;0;1501;152538;8247210;11742;8247210;7;7001059;7001059;0;ventas_catalogo 2017;2;1;1;0;0;0;0;0;0;0;1;0;0;1;3500529.5;0;0;0;0;0;0;0;3500529.5;7001059;7001059;0;2017;0
122278;COMERCIALIZACION DE BEBIDAS;;4530919;4630;633255;633255;15;150199;0;0;0;GASEOSAS Y AGUA MINERAL;643667;12;3997816;886963;55933;1501;109400;4884779;0;4884779;48;8676994;8621061;0;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8621061;0;0;0;0;0;0;8621061;8621061;0;2019;0
122293;COMERCIALIZACION DE PRODUCTOS FARMACEUTICOS;;3249867;4772;500000;10000;15;150199;12121;67000;191649;LAINEMA 140 ML;3309391;12;1195109;2116052;0;1501;1448492;3311161;0;3311161;13;6788623;6788623;0;ventas_mostrador;2;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;20;0;10;;;0;2016;0
122387;VENTA DE COMBUSTIBLES;;1245059;4730;1300000;7689206;15;150199;0;0;148919;DIESEL;1489984;12;0;1926161;0;1501;147329;2688377;762216;2688377;5;9035089;9035089;245152553;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;;;0;2016;1
122503;ELABORACION Y CONSERVACION DE CARNE;;2622148;4620;1000;1000;15;150199;0;0;0;COMPRA Y VENTA DE POLLOS VIVOS;251946;12;2759052;266859;10440;1501;145731;3025911;0;3025911;6;7855152;7844712;0;ventas_telefono;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7844712;7844712;7844712;0;2019;0
122546;VENTA DE GAS LICUADO DE PETROLEO PARA USO DOMESTICO E INDUSTRIAL;;99219;4730;1000;861187;15;150199;0;0;860228;GAS LICUADO DE PETROLEO;501367;9;154265;207361;0;1501;168919;361626;0;361626;8;6977010;6977010;0;ventas_domicilio;3;1;0;1;1;0;0;0;0;0;1;0;0;0;0;67;93;0;0;0;0;0;7;;;0;2016;0
122555;VENTA AL POR MENOR DE ARTICULOS FERRETERIA;;2429165;4752;10000;10000;15;150199;0;0;0;PRODUCTOS FERRETEROS;433527;12;1397311;1094980;0;1501;0;2492291;0;2492291;9;4998398;4998398;0;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4998398;0;0;0;0;0;0;4998398;4998398;0;2019;0
130972;COMERCIALIZACION DE MINERALES;;1211964;4662;500;500;15;150199;0;0;0;CONCENTRADO DE COBRE;655828;3;38629;1177121;0;1501;0;1215750;0;1215750;3;6262975;6262975;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6262975;0;0;6262975;6262975;0;2019;0
138922;EXPORTACION DE PRODUCTOS NATURALES;EXPORTACION DE PRODUCTOS NATURALES;19155191;4630;3374550;3374550;15;150199;0;0;782815;HARINA DE MACA;-226082;12;16127394;1426409;5698;1501;525566;24879884;7326081;24879884;6;8765630;52199;8707733;ventas_otros 2017;3;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;10439.8;0;5219.9;36539.3;0;8765630;8765630;0;2017;0
139894;VENTA DEROS ELECTRICOS Y OTROS;;1603627;4659;92760;92760;15;150115;0;0;0;TABLEROS ELECTRICOS;1169671;12;486881;1274083;0;1501;0;1760964;0;1760964;10;2745237;2745237;0;ventas_ecommerce;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2745237;0;0;0;0;0;2745237;2745237;0;2019;1
141300;VENTA DE LIBROS PERIODICOS Y REVISTAS;;5597297;4761;3000950;3000950;15;150199;0;0;0;VENTA DE LIBROS PERIODICOS Y REVISTAS;3325638;12;6188636;5252111;0;1501;92927;14340836;2900089;14340836;43;8002967;8002967;0;ventas_mostrador;3;1;0;1;0;0;1;0;1;0;0;0;0;0;0;5000;0;0;6000;0;7991967;0;0;8002967;8002967;0;2019;0
143994;VENTA AL POR MAYOR Y MENOR DE MATERIAL MEDICO Y ARTICULOS DE FARMACIA;;5218120;4649;1250000;1250000;15;150101;0;0;0;CREMAS DERMATOLOGICAS;1198374;12;2951475;2723453;0;1501;0;5674928;0;5674928;14;7714406;7714406;0;ventas_catalogo;3;1;1;0;1;0;0;0;0;0;1;0;0;1;5245796;0;1311450;0;0;0;0;0;1157160;7714406;7714406;0;2019;1
144012;VENTA DE HUEVOS;;428975;4630;60000;6000;15;150199;0;0;0;HUEVOS;236514;12;15914;470123;0;1501;0;486037;0;486037;7;2406146;2406146;0;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2406146;0;0;0;0;0;0;2406146;2406146;0;2019;0
144045;VENTA DE PRODUCTOS DENTALES;;1560355;4649;539300;539300;15;150101;0;0;0;PRODUCTOS DE CUIDADO DENTAL;1465166;12;1298520;999649;0;1501;0;2298169;0;2298169;11;3653398;3653398;0;ventas_telefono;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3653398;3653398;3653398;0;2019;1
144126;DISTRIBUCION DE CHOCOLATES;;618913;4721;1000;1000;15;150199;0;0;0;CHOCOLATES LA IBERICA;647846;12;1182464;-550526;0;1501;1556;631938;0;631938;12;3274857;3274857;0;ventas_domicilio;2;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;3111114;0;0;0;163743;0;0;3274857;3274857;0;2019;0
144139;COMPRA Y VENTA DE COMBUSTIBLE;;1207948;4730;174000;174000;15;150199;;;23950;VENTA DE COMBUSTIBLE AL POR MENOR;603203;12;399501;1710494;6787;1501;0;2908879;798884;2908879;4;5597401;5590614;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5590614;0;0;5590614;5590614;0;2019;0
144186;MANTENIMIENTO Y REPARACIONES;;495273;4520;192000;192000;15;150199;;;0;MANTENIMIENTO Y REPARACIONES;1231450;12;473365;1019432;0;1501;14289;1492797;0;1492797;16;2271233;2271233;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2271233;0;0;2271233;2271233;0;2019;0
144234;COMERCIALIZACION DE HARINA DE PESCADO Y OTROS;;2542970;4620;3190349;3190349;15;150199;0;0;0;HARINA DE PESCADO;1710025;12;4902562;4759184;0;1501;0;9661746;0;9661746;14;5071903;5071903;0;ventas_telefono;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5071903;5071903;5071903;0;2019;0
144266;COMERCIALIZACION DE UTILES ESCOLARES Y DE ESCRITORIO;;1721830;4690;14311;14311;15;150199;0;0;0;PAPEL BOND;530335;12;1647953;177552;0;1501;54;1825505;0;1825505;8;2708591;2708591;0;ventas_mostrador;3;1;1;0;0;0;0;0;1;0;1;0;0;0;406289;0;0;0;0;0;1733498;0;568804;2708591;2708591;0;2019;0
144275;VENTA DE ALIMENTOS BEBIDAS ABARROTES;;1093504;4630;500075;500075;15;150199;0;0;0;DETERGENTE;551319;12;1383367;627891;0;1501;0;2011258;0;2011258;7;5081889;5081889;0;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5081889;0;0;0;0;0;0;5081889;5081889;0;2019;0
144340;VENTA AL POR MENOR DE COMBUSTIBLES PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS;;249237;4730;260000;260000;15;150199;0;0;0;COMBUSTIBLE;837616;12;128684;952880;390533;1501;70;1229037;147473;1229037;6;5575410;5184877;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5184877;0;0;5184877;5184877;0;2019;0
144739;VENTA DE ARTEFACTO MENORES DEL RUBRO BELLEZA;VENTA DE ARTEFACTO MENORES DEL RUBRO BELLEZA;7083149;4649;2903567;2903567;15;150199;0;0;471987;PLANCHA SECADORA RIZADORES DEPILADORA;4368006;12;4132156;3352012;0;1501;164290;7484168;0;7484168;60;8723460;8723460;0;ventas_mostrador 2017;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8723460;0;0;8723460;8723460;0;2017;0
144834;OTROS TIPOS DE VENTA AL POR MENOR;;4177052;4649;819930;819930;15;150199;0;0;0;VENTAS DE ARTICULOS DE LIMPIEZA DESINFECTANTES;761856;12;3472417;1390322;0;1501;0;4862739;0;4862739;11;7434211;7434211;0;ventas_mostrador;3;1;1;0;0;0;0;0;1;0;1;0;0;0;48523;0;0;0;0;0;6154805;0;1230883;7434211;7434211;0;2019;0
144844;VENTA DE ARTICULOS DE ELECTRICIDAD;;1124036;4652;868873;868873;15;150199;;;0;CELDAS ELECTRONICAS;1134076;12;235300;1564281;0;1501;15;1799581;0;1799581;6;2968180;2968180;0;ventas_telefono;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2968180;2968180;2968180;0;2019;0
145078;COMPRA Y VENTA DE PANES Y DEMAS PRODUCTOS DE PRIMERA NECESIDAD;;314937;4773;20000;20000;15;150199;;;0;PAN VARIAS PRESENTACIONES;668735;12;103867;360517;0;1501;82;464384;0;464384;10;2646963;2646963;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2646963;0;0;2646963;2646963;0;2019;0
145244;VENTA POR MAYOR DE MANI  NUECES CASTAÑAS Y OTROS;;3862516;4630;125700;125700;15;150117;0;0;0;MANI EN GRANO;500025;12;3209831;673222;0;1501;14;3883053;0;3883053;5;6090430;6090430;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6090430;0;0;6090430;6090430;0;2019;1
145412;ACTIVIDADES COMERCIALES DE IMPORTACION Y COMERCIALIZACION EN EL TERRITORIO LOCAL;;5155332;4659;468297;468297;15;150199;0;0;0;BROCAS DIAMANTINAS Y TUBERIAS;2144291;12;5525087;-268015;0;1501;5726;5257072;0;5257072;13;5023338;5023338;0;ventas_mostrador;3;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;2338;0;5000000;0;21000;5023338;5023338;0;2019;0
145423;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES;;10578994;4641;1650711;1650711;15;150114;0;0;0;TELA POLYESTER POLAR FLEECE;538807;12;7871626;2875536;0;1501;11890;10747162;0;10747162;3;6317853;6317853;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6317853;0;0;6317853;6317853;0;2019;1
145561;VENTA DE PARTES PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;;899951;4530;313220;313220;15;150199;0;0;0;NEUMATICOS Y AROS;280440;12;2826485;371911;0;1501;0;3198396;0;3198396;3;2432351;2432351;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2432351;0;0;2432351;2432351;0;2019;0
145582;VENTA DE GLP POR MAYOR;;236941;4661;1001000;1001000;15;150199;0;0;0;VENTA DE GLP POR MAYOR;180500;12;355603;1316534;360602;1501;8647;1672137;0;1672137;4;3603493;3242891;0;ventas_mostrador;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3242891;0;0;3242891;3242891;0;2019;0
145690;DISTRIBUCION DE POLLO BRASA;;277240;4630;365500;365500;15;150199;0;0;0;POLLO BRASA;277223;2;55766;634962;0;1501;0;690728;0;690728;2;2311644;2311644;0;ventas_domicilio;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2311644;0;0;0;0;0;0;2311644;2311644;0;2019;0
145693;VENTA DE CALZADOS Y ARTICULOS DEPORTIVOS;;1283637;4641;80000;80000;15;150199;142500;373093;0;ZAPATILLAS;259698;12;1293146;175204;0;1501;51939;1468350;0;1468350;2;4210183;4210183;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4210183;0;0;4210183;4210183;0;2019;0
145705;COMERCIALIZACION DE MAQUINARIA PORTUARIA REPUESTOS Y SERVICIO POST VENTA;COMERCIALIZACION DE MAQUINARIA PORTUARIA REPUESTOS Y SERVICIO POST VENTA;2959807;4652;3147261;3147261;15;150199;559886;559886;463219;MAQUINARIA PORTUARIA REACH STACKER;1450250;12;1785864;4460844;1318058;1501;800083;6472927;226219;6472927;6;9580092;8262034;0;ventas_ecommerce 2017;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;8262034;0;0;0;0;0;9580092;9580092;0;2017;1
