IRUC;ACTIVIDADECONOMICA;Actividad economica;Activo corriente;CIIU;Capital Suscrito;Capital pagado;Departamento;Distrito;Dividendos pagados1;Dividendos pagados2;Gastos financieros;MERCADERIAPRINCIPAL;Margen Comercial;NumMeses;Pasivo corriente;Patrimonio neto;Prestación de servicios;Provincia;Resultado de Explotacion;Total Activo;Total Pasivo no corriente;Total Pasivo y Patrimonio;Totalempleados;VENTAS;Ventas netas de mercaderías;Ventas netas de productos terminados, subproductos, desechos y desperdicios;canal_dominante;nro_canales_usados;publicidad;usa_catalogo;usa_comisionistas;usa_domicilio;usa_ecommerce;usa_ferias;usa_maquinas;usa_mostrador;usa_otros;usa_telefono;usa_total;usa_ventas_comisionistas;uso_de_software;ventas_catalogo;ventas_comisionistas;ventas_domicilio;ventas_ecommerce;ventas_ferias;ventas_maquinas;ventas_mostrador;ventas_otros;ventas_telefono;ventas_total;ventas_total_canal13;ventas_ventas_comisionistas;Año;Sobrevive_2años
41375;VENTA DE INSUMOS PARA LA INDUSTRIA PESQUERA;;882124;4690;262618;262618;15;150199;0;175455;0;HIPOCLORITO DE CALCIO AL 65 Y 70;727241;12;0;910257;0;1501;846;987333;77076;987333;7;2749192;2749192;0;ventas_ecommerce;3;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;2061894;0;0;549838;0;137460;2749192;2749192;0;2019;0
41690;PRODUCTOS DE ABARROTES GOLOSINAS PRODUCTOS DE PANIFICACION Y OTROS DEL RUBRO;;2522979;4630;340000;340000;15;150199;0;0;0;GOLOSINAS;1005759;12;1252810;1578836;0;1501;0;2831646;0;2831646;19;7132585;7132585;0;ventas_otros;2;1;1;0;0;0;0;0;0;0;1;0;0;0;499281;0;0;0;0;0;0;6419327;213977;7132585;7132585;0;2019;0
41758;VENTA AL POR MENOR DE GALLETAS Y TE;;836284;4721;27556;27556;15;150199;0;0;0;GALLETAS Y TE;1148651;12;180486;711582;0;1501;720;892068;0;892068;9;2153198;2153198;0;ventas_domicilio;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2153198;0;0;0;0;0;0;2153198;2153198;0;2019;0
41806;;;1936388;;424094;424094;15;150199;0;;171221;;2748183;;501826;2839535;0;1501;1487725;4382259;1040898;4382259;19;7737984;7737984;0;ventas_mostrador;2;0;0;0;1;0;0;0;1;0;0;0;0;1;;0;;;;;;;;;;;2015;1
41806;VENTA DE GAS LICUADO DE PETROLEO GLP;;2627464;4661;424094;424094;15;150199;0;0;0;GLP;2534315;12;164933;3468450;0;1501;5;3759220;125837;3759220;19;8137644;8137644;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;8137644;0;0;8137644;8137644;0;2019;0
42611;COMERCIALIZACION DE VALVULAS PARA LA INDUSTRIA PETROLERA;;26477482;4659;2221024;2800;15;150199;0;0;1136568;VALVULAS PARA LA INDUSTRIA DE PETROLEO;8131031;12;14218361;12314693;45668;1501;4696865;26533054;0;26533054;2;8229213;8183545;0;ventas_catalogo;1;1;1;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;2016;0
42987;COMERCIALIZACION DE DISPOSITIVOS MEDICOS;;1729080;4772;243855;243855;15;150140;0;0;0;DISPOSITIVOS MEDICOS;799881;12;511082;1504669;0;1501;0;2015751;0;2015751;13;3133814;3133814;0;ventas_telefono;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;3133814;3133814;3133814;0;2019;1
43178;VENTA DE PARTES PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;;1927668;4530;800000;800000;15;150199;0;0;0;REPUESTOS;621830;12;387448;911241;0;1501;0;3253292;1954603;3253292;14;2507665;2507665;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2507665;0;0;2507665;2507665;0;2019;0
43286;IMPORTAR LOS FERTILIZANTES PARA PODER ENVASARLOS Y ETIQUETARLOS PARA LA VENTA;;3626533;4620;1232926;1232926;15;150199;0;0;0;FERTILIZANTES;3461290;12;1373052;2261888;0;1501;8142;3634940;0;3634940;19;3388116;3468654;-80538;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3468654;0;0;3468654;3468654;0;2019;0
43525;VENTA Y FABRICACION DE PRODUCTOS PLASTICOS;;20963775;4690;16000000;16000000;15;150199;0;205680;0;PRODUCTOS PLASTICOS;3480417;12;13746005;17729473;0;1501;0;50877231;19401753;50877231;10;18941839;3313510;15628329;ventas_comisionistas;2;0;1;1;0;0;0;0;0;0;0;0;0;1;397621;2915889;0;0;0;0;0;0;0;3313510;3313510;0;2019;0
43572;VENTA DE ARTICULOS DE FERERETERIA ELECTRICA INDUSTRIAL;;5824875;4752;4000000;637644;15;150199;0;0;1486724;MATERIAL ELECTRICO INDUSTRIAL;644644;12;7352667;7299097;9682947;1501;2254473;14651764;0;14651764;61;11436499;1753552;0;ventas_mostrador;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;20;0;0;0;0;100;0;0;0;0;0;2016;1
43572;SERVICIOS ELECTROMECANICOS Y PROYECTOS DE INGENIERIA;SERVICIOS ELECTROMECANICOS Y PROYECTOS DE INGENIERIA;7265426;4752;4009000;4009000;15;150199;0;57982;678292;ARTICULOS DE FERRETERIA ELECTRICA;117892;12;8632351;8805463;15017268;1501;2682627;17437814;0;17437814;9;16029218;1011950;0;ventas_mostrador 2017;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1011950;0;0;16029218;16029218;0;2017;1
44036;VENTA AL POR MAYOR  Y MENOR DE PRODUCTOS DE PRIMERA;;1582420;4630;48200;48200;15;150199;;;0;LEJIAS Y ABARROTES EN GENERAL;533257;12;613293;1272690;0;1501;0;1885983;0;1885983;8;4620814;4620814;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3243569;1377245;0;4620814;4620814;0;2019;0
44337;VENTA DE MATERIALES DE CONSTRUCCION CEMENTO Y FIERRO;;1462521;4663;293692;293692;15;150199;0;0;0;FIERRO;299791;12;711317;841767;0;1501;0;1553084;0;1553084;3;5119462;5119462;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5119462;0;0;5119462;5119462;0;2019;0
45176;VENTA AL POR MAYOR DE BEBIDAS Y TABACO;;3488033;4630;48899;48899;15;150199;0;156615;0;RON;2637118;12;1522197;1985050;0;1501;0;3507247;0;3507247;2;3386579;3386579;0;ventas_telefono;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3386579;3386579;3386579;0;2019;0
45241;;;416825;;156842;156842;15;150113;0;;77557;;1061411;;38409;729251;0;1501;376004;1724011;956351;1724011;9;7629422;7629422;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;1
45241;VENTA AL POR MENOR DE COMBUSTIBLE PARA VEHICULOS AUTOMOTORES EN COMERCIO ESPECIALIZADO;;1387266;4730;156842;156842;15;150113;0;0;0;COMBUSTIBLE;1165893;12;379646;2489857;378126;1501;0;2869503;0;2869503;8;9174101;8795975;0;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;8795975;0;0;0;8795975;8795975;0;2019;1
45361;VENTA AL POR MENOR DE ORDENADORES EQUIPO PERIFERICO PROGRAMA DE INFORM Y EQU DE TELEC EN COMERCIOS ESPECIALIZADOS;;8102023;4651;2000000;63500;15;150199;0;0;74508;REPARACION DE ORDENADORES Y EQUIPO PERIFERICO;2924490;12;655216;6425236;753122;1501;1179403;9185657;2105205;9185657;23;7338084;6584962;0;ventas_catalogo;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016;0
45622;VENTA AL POR MENOR DE COMBUSTIBLE;;2028489;4730;422153;422153;15;150120;;;0;COMBUSTIBLE;466321;12;369823;1975737;15341;1501;0;2345560;0;2345560;1;6307761;6292420;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6292420;0;0;6292420;6292420;0;2019;1
46650;VENTA DE COMBUSTIBLES AL POR MENOR;;1276843;4730;644639;644639;15;150141;0;0;0;PETROLEO;1362467;12;805013;1864390;0;1501;20363;2669403;0;2669403;14;8087891;8087891;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8087891;0;0;8087891;8087891;0;2019;1
46802;COMERCIALIZACION DE MAQUINARIA Y EQUIPO;;2639431;4659;906862;906862;15;150131;0;0;0;EQUIPOS DE LUBRICACION;1058457;12;1055504;2579340;0;1501;0;3634844;0;3634844;16;3294237;3294237;0;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3294237;0;3294237;3294237;0;2019;1
46897;VENTA DE MATERIAL MEDICO QUIRURGICO Y EQUIPOS MEDICOS;;9372730;4659;1200000;1200000;15;150199;0;0;0;MATERIAL MEDICO;3395541;12;7189814;2998075;0;1501;25694;11069201;881312;11069201;18;6511469;6511469;0;ventas_comisionistas;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;6511469;0;0;0;0;0;0;0;6511469;6511469;0;2019;0
47818;;;2372357;;315263;315263;15;150199;0;;159111;;2625740;;4628616;1964336;0;1501;517617;10293594;3700642;10293594;9;7835239;7835239;0;ventas_mostrador;3;0;0;0;0;0;0;0;1;0;1;0;1;0;;0;;;;;;;;;;;2015;0
47820;VENTA DE VEHICULOS AUTOMOTORES;;4050479;4510;717400;900000;15;150199;0;0;331983;VEHICULOS AUTOMOTORES;2033941;12;850078;2483430;68599;1501;459241;5233849;1900341;5233849;18;7674445;7605846;0;ventas_mostrador;3;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;92;0;0;0;0;0;2016;0
47827;;;13266719;;343889;343889;15;150199;0;;1392511;;2883096;;6288316;604374;0;1501;878054;14936180;8043490;14936180;24;7635542;7635542;0;ventas_catalogo;3;0;1;0;0;0;0;0;0;0;1;0;1;0;;0;;;;;;;;;;;2015;0
47829;;;7272813;;2279379;2279379;15;150199;0;;265258;;1385765;;5523219;2811499;0;1501;629353;8334718;0;8334718;11;9035054;9035054;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;0
47836;RECARGAS VIRTUALES CELULARES;;120905;4690;513689;513689;15;150199;0;0;0;RECARGA VIRTUAL;28065;12;0;496858;0;1501;0;496858;0;496858;2;6135907;6135907;0;ventas_telefono;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6135907;6135907;6135907;0;2019;0
47859;VENTA AL POR MENOR DE COMBUSTIBLE PARA VEHICULOS OUTOMOTORES EN COMERCIOS ESPECIALIZADOS;;1473545;4730;566280;566280;15;150122;137333;0;0;DIESEL GASOHOL GLP;1018883;12;2262610;2438477;0;1501;183211;4817340;116253;4817340;18;8685923;8685923;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;8685923;0;0;8685923;8685923;0;2019;1
47867;;;1129422;;1000000;1000000;15;150199;0;;141548;;1472280;;27465;3283731;0;1501;253420;4972061;1660865;4972061;5;6586931;6586931;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;0
47877;COMERCIALIZACION  DE CORTINAS Y PERSIANAS;;4609191;4641;13931950;13931950;15;150199;0;0;0;CORTINAS Y PERSIANAS;83665;12;1327601;4256221;0;1501;846057;5583822;0;5583822;38;10720021;83666;10636355;ventas_domicilio;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;83666;0;0;0;0;0;0;83666;83666;0;2019;0
47878;COMERCIALIZACION DE CABLES;;3093752;4663;99000;99000;15;150199;0;0;0;VENTA DE ARTICULOS DE FERRETERIA CABLES Y OTROS;3086007;12;9261823;-4995874;0;1501;0;4265949;0;4265949;61;7724890;7724890;0;ventas_comisionistas;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7724890;0;0;0;0;0;0;0;7724890;7724890;0;2019;0
47880;ALMACENAMIENTO Y DEPOSITO;;6484932;4661;1773864;1773864;15;150199;150771;0;0;SOLVENTES;2611850;12;2467695;3793250;0;1501;1;14209489;7948544;14209489;10;8939973;8939973;0;ventas_domicilio;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8939973;0;0;0;0;0;0;8939973;8939973;0;2019;0
47896;VENTA POR MAYOR Y MENOR  DE ALIMENTOS;;6109328;4630;1500000;1500000;15;150199;0;0;0;POLLO MONDONGO RECORTE DE LIBRILLO GALLINA;1167158;12;2743997;2579709;0;1501;2426;6640975;1317269;6640975;14;9084077;9084077;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9084077;0;0;9084077;9084077;0;2019;0
47899;;;2140257;;888673;888673;15;150199;0;;58303;;1157115;;1168931;2251864;0;1501;493881;3420795;0;3420795;7;7822895;7822895;0;ventas_ecommerce;1;1;0;0;0;1;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;2015;0
47911;VENTA DE MATERIALES DE COSNTRUCCION AL POR MAYOR;;1925394;4663;307333;136376;15;150199;0;0;209294;FIERRO CORRUGADO;550854;12;248384;1516007;0;1501;211093;1952465;188074;1952465;7;7553637;7553637;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;2016;0
47912;COMERCIALIZACION DE PRODUCTOS ALIMENTICIOS;;2104318;4630;406000;20359575;15;150140;0;0;0;LECHE EVAPORADA ARROZ ACEITE VEGETAL CONSERVAS;333752;12;163848;701148;2000;1501;188437;2158096;1293100;2158096;2;8811080;8809080;0;ventas_mostrador;2;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;10;0;0;100;0;0;0;0;0;2016;1
47912;COMERCIALIZACION DE PRODUCTOS ALIMENTICIOS;;2888560;4630;406000;406000;15;150140;89276;0;0;LECHE EVAPORADA ARROZ ACEITE VEGETAL CONSERVAS;429787;12;453328;642535;0;1501;0;2901206;1805343;2901206;4;6139790;6139790;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6139790;0;0;6139790;6139790;0;2019;1
47918;;;1387956;;476572;476572;15;150122;0;;114952;;1081902;;1845277;806862;0;1501;363139;2652139;0;2652139;10;8751562;8751562;0;ventas_telefono;2;0;0;0;1;0;0;0;0;0;1;0;0;0;;0;;;;;;;;;;;2015;1
47938;IMPORT Y COMERC  DE PRODUCTOS  TECNOLOGICOS  LINEAS DE AUDIO Y COMPUTO;;6676231;4652;8580906;8580906;15;150199;0;0;0;LINEA AUDIO PHILIPS  LINEA COMPUTO HP  AUDIO  MAGNAVOX;1291730;12;2504727;-18650;84892;1501;421382;10512676;8026599;10512676;13;4032310;3947418;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;3947418;0;0;3947418;3947418;0;2019;0
47940;VENTA AL POR MENOR EQUIPOS PERIFERICOS  SUMINISTROS;;2850466;4741;1020000;1020000;15;150199;0;0;0;EQUIPOS PERIFERICOS  SUMINISTROS;1081545;12;2614494;1217613;0;1501;0;3832107;0;3832107;7;4104669;4104669;0;ventas_ecommerce;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4104669;0;0;0;0;0;4104669;4104669;0;2019;0
47945;COMERCIO AL POR MAYOR;;11651542;4630;2800020;2800020;15;150199;0;0;0;CAFE  INTERCOMUNICADORES;2342503;12;6037866;8104446;0;1501;0;14142312;0;14142312;15;5655373;5655373;0;ventas_otros;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5655373;0;5655373;5655373;0;2019;0
47953;COMERCIALIZACION DE EQUIPOS DE TELEFONIA CELULAR;;5205669;4652;1600000;1600000;15;150199;0;0;0;TELEFONOS CELULARES;3534284;12;3436670;1860931;0;1501;0;5298258;657;5298258;12;5689464;5689464;0;ventas_ecommerce;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5689464;0;0;0;0;0;5689464;5689464;0;2019;0
47973;VENTA DE MATERIALES DE CONSTRUCCION;;5446692;4663;3215000;3215000;15;150199;0;0;0;CALAMINA;565598;12;1401051;4367520;0;1501;0;7291927;1523356;7291927;7;6519262;6519262;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6519262;0;0;6519262;6519262;0;2019;0
47978;;;13018360;;12978000;12978000;15;150199;0;;4123083;;2083959;;23815667;14821539;16396529;1501;2318627;42045344;3408138;42045344;15;21438284;5041755;0;ventas_otros;2;1;1;0;0;0;0;0;0;1;0;0;0;0;;0;;;;;;;;;;;2015;1
47992;;;1044423;;305010;305010;15;150199;0;;12915;;1776796;;3683840;-125263;0;1501;-269232;3558577;0;3558577;26;7489775;7489775;0;ventas_comisionistas;1;0;0;0;0;0;0;0;0;0;0;0;1;1;;0;;;;;;;;;;;2015;0
47996;VENTA DE COMBUSTIBLE POR MENOR;;1883523;4730;350000;350000;15;150199;15000;0;0;COMBUSTIBLE;597030;12;0;1988833;0;1501;100081;2065702;76869;2065702;11;4212792;4212792;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4212792;0;0;4212792;4212792;0;2019;0
48005;VENTA DE BEBIDAS  CERVEZA GASEOSA AGUAS Y OTROS;;1578142;4630;186100;186100;15;150199;0;0;0;CERVEZA;369810;12;791581;1164294;0;1501;0;1955875;0;1955875;3;9033331;9033331;0;ventas_domicilio;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;8923374;0;0;0;109957;0;0;9033331;9033331;0;2019;0
48007;VENTA DE COMBUSTIBLES LIQUIDOS Y  GAS;VENTA DE COMBUSTIBLES LIQUIDOS Y  GAS;2442224;4730;429610;429610;15;150142;0;0;132689;COMBUSTIBLES LIQUIDOS;1792434;12;959195;3002296;0;1501;317164;5643525;1682034;5643525;18;7715963;7715963;0;ventas_mostrador 2017;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;7715963;0;0;7715963;7715963;0;2017;1
48007;VENTA DE COMBUSTIBLES LIQUIDOS Y  GAS;;2442224;4730;429610;429610;15;150142;;;0;COMBUSTIBLES LIQUIDOS;1792434;12;959195;3002296;0;1501;0;5643525;1682034;5643525;18;7715963;7715963;0;0;;0;;;;;;;;;;;0;0;;;;;;;;;;;;0;2019;1
48009;;;1416248;;700000;700000;15;150199;0;;65652;;1883822;;714438;1362288;0;1501;571135;2076726;0;2076726;6;8945831;8945831;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;0
48011;;;1686814;;326575;326575;15;150199;0;;91545;;1192320;;2129745;1576495;0;1501;350630;3706240;0;3706240;17;7866220;7866220;0;ventas_maquinas;1;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;;;;;;;;;;;2015;1
48011;COMERCIALIZACION DE COMBUSTIBLE POR MENOR;;1686814;4730;326575;326575;15;150199;0;0;0;COMBUSTIBLES LIQUIDOS Y GLP;1192320;12;2129745;1576495;0;1501;1099;3706240;0;3706240;17;7866220;7866220;0;0;;1;;;;;;;;;;;0;0;;;;;;;;;;;;0;2019;0
48035;;;5784021;;868044;868044;15;150199;0;;8937;;1072044;;15601;3125193;0;1501;409028;5815777;2674983;5815777;38;7393406;7393406;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;0
48043;;;498976;;10000;10000;15;150199;0;;0;;1260771;;547321;9996;0;1501;65464;557317;0;557317;17;7168581;7168581;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;;0;;;;;;;;;;;2015;1
48043;VENTA AL POR MENOR DE COMBUSTIBLE;;453787;4730;10000;10000;15;150199;0;0;0;COMBUSTIBLE;954725;12;178032;328509;0;1501;773;506541;0;506541;17;5217702;5217702;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5217702;0;0;5217702;5217702;0;2019;0
48046;VENTA AL POR MENOR DE COMBUSTIBLE PARA VEHICULOS AUTOMOTORES EN COMERCIOS ESPECIALIZADOS;;3291450;4730;1777089;1777089;15;150131;0;0;0;GAS NATURAL;1640110;12;699151;8974729;0;1501;139914;9673880;0;9673880;19;4918097;4918097;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;4918097;0;0;4918097;4918097;0;2019;1
48051;;;2118668;;73120;73120;15;150199;100000;;0;;2096180;;1764;2145646;0;1501;1452022;2163052;15642;2163052;2;8989206;8989206;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;1
48051;COMPRA Y VENTA DE COMBUSTIBLE AL POR MENOR;;2216721;4730;73120;73120;15;150199;0;0;0;GASOLINA DE 84;1193110;3;26067;2727908;0;1501;0;2753975;0;2753975;3;7069096;7069096;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7069096;0;0;7069096;7069096;0;2019;0
48120;VENTA DE EQUIPOS TECNOLOGICOS  PRESTACION DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION SERVICIO DE MANTENIMIENTO MONITOREO Y OPERACION DE LOS EQUIPOS DE CONECTIVIDAD DE LAS EMPRESAS MINERAS;VENTA DE EQUIPOS TECNOLOGICOS  PRESTACION DE SERVICIOS DE TECNOLOGIA DE LA INFORMACION SERVICIO DE MANTENIMIENTO MONITOREO Y OPERACION DE LOS EQUIPOS DE CONECTIVIDAD DE LAS EMPRESAS MINERAS;12446717;4690;12644239;12644239;15;150199;0;0;286539;VENTAS DE EQUIPOS DE TELECOMUNICACIONES;-2061388;12;7194893;4807854;13007733;1501;532440;15663989;3661242;15663989;74;16298011;3290278;0;ventas_otros 2017;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3290278;0;16298011;16298011;0;2017;0
48178;;;1100163;;330900;33900;15;150199;0;;211400;;916597;;554708;758534;0;1501;398173;1313242;0;1313242;4;8702541;8702541;0;ventas_ecommerce;2;1;0;0;0;1;0;0;0;0;1;0;0;0;;0;;;;;;;;;;;2015;1
48180;VENTA AL POR MAYOR Y MENOR DE COMBISTIBLES;;2175117;4510;80000;80000;15;150131;0;0;0;COMBUSTIBLES;832732;12;589083;3044471;0;1501;72000;3633554;0;3633554;6;8097447;8097447;0;ventas_mostrador;2;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;4858468;0;3238979;8097447;8097447;0;2019;1
48183;;;749273;;1108700;1108700;15;150140;0;;275036;;1197026;;4679553;1305283;0;1501;397219;5984836;0;5984836;11;8771112;8771112;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;1;;0;;;;;;;;;;;2015;1
48183;COMPRA Y VENTA DE COMBUSTIBLE AL POR MAYOR Y MENOR;;1209385;4730;1108700;1972358;15;150140;0;0;99623;GASOLINAS DIESELL Y GLP;1340106;12;5027501;1486280;0;1501;387513;6513781;0;6513781;18;8295285;8295285;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;100;0;0;0;0;0;2016;1
48184;VENTA AL POR MAYOR  Y MENOR;;5535975;4663;70000;2369482;15;150199;0;0;453289;MATERAILES DE CONSTRUCCION;1493068;12;3802624;2132475;0;1501;561285;5935099;0;5935099;18;8299657;8299657;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;2016;0
48186;;;3623294;;350000;350000;15;150199;0;;685697;;2318445;;1693367;1125797;0;1501;717728;4018961;1199797;4018961;17;8094782;8094782;0;ventas_telefono;2;1;0;0;0;1;0;0;0;0;1;0;0;1;;0;;;;;;;;;;;2015;1
48191;;;1103943;;312377;312377;15;150199;0;;90755;;470242;;387236;611489;0;1501;180402;1275113;276388;1275113;0;7378102;7378102;0;ventas_mostrador;2;1;0;0;0;0;0;0;1;0;1;0;0;0;;0;;;;;;;;;;;2015;1
48191;VENTA AL POR MAYOR DE COMBUSTIBLES SOLIDOS LIQUIDOS Y GASEOSOS Y PRODUCTOS CONEXOS;;1103943;4661;312377;312377;15;150199;;;0;COMBUSTIBLE;470242;12;387236;611489;0;1501;0;1275113;276388;1275113;6;7378102;7378102;0;0;;0;;;;;;;;;;;0;0;;;;;;;;;;;;0;2019;0
48192;;;1852725;;310000;310000;15;150199;0;;8934;;729107;;0;732569;0;1501;166372;2050760;1318191;2050760;13;8004333;8004333;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;1
48192;COMERCIALIZACION DE MATERIALES DE CONSTRUCCION;;2267956;4752;310000;310000;15;150199;0;0;0;CEMENTO;659539;12;847403;1433678;0;1501;0;2281081;0;2281081;9;6368859;6368859;0;ventas_mostrador;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6368859;0;0;6368859;6368859;0;2019;0
48198;VENTA AL POR MENOR DE COMBUSTIBLE;;2980294;4730;718238;1555000;15;150122;0;0;3198587;VENTAS DE COMBUSTIBLE Y SERVICIOS DE FLETES;1354838;12;1696365;3512594;1814;1501;446180;5208959;0;5208959;13;8567517;8565703;0;ventas_telefono;2;1;0;1;0;0;0;0;0;0;1;0;0;1;0;15;0;0;0;0;0;0;100;0;0;0;2016;1
48248;VENTA DE EQUIPOS DE TELECOMUNICACIONES Y OTROS;;7456032;4659;118252;118251;15;150199;0;0;0;EQUIPOS DE TELECOMUNICACIONES;1195794;12;5283022;2329318;5213364;1501;27;7843878;231538;7843878;12;13649429;8436065;0;ventas_otros;3;1;1;0;0;1;0;0;0;0;1;0;0;0;372692;0;0;164913;0;0;0;5652013;2246447;8436065;8436065;0;2019;0
48258;VENTA AL POR MENOR DE ARTICULOS DE FERRETERIA Y PRODUCTOS DE VIDRIOS EN COMERCIOS ESPECIALIZADOS;;4954468;4752;1850000;1850000;15;150105;0;0;0;ARTICULOS DE FERRETERIA Y OXIGENO INDUSTRIAL;1272060;12;1137800;3189742;461276;1501;0;7192671;2865129;7192671;7;7530062;7068786;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7068786;0;0;7068786;7068786;0;2019;1
48259;VENTA DE COMBUSTIBLE AL POR MENOR;;1818050;4730;366200;366200;15;150199;149686;435607;0;COMBUSTIBLE;816450;12;188228;1803547;0;1501;1;1991775;0;1991775;5;4294790;4294790;0;ventas_otros;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4294790;0;4294790;4294790;0;2019;0
48348;;;3736683;;305100;305100;15;150199;0;;657332;;2827367;;3360810;534809;0;1501;704886;3895619;0;3895619;40;8554816;8554816;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;0;;;;;;;;;;;2015;1
48348;VENTA DE AUTOPARTES PARA TODO TIPO DE AUTOMOVILES;;3809463;4530;305100;12500000;15;150199;0;0;72697;REPUESTOS PARA AUTOMOVILES;2529442;12;3398610;538175;0;1501;726259;3936785;0;3936785;37;7444024;7444024;0;ventas_mostrador;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;2016;0
